sys_yes	ok 再 见
sys_yes	行 行 那
sys_no	我 们 不 体 验
sys_yes	行 好 哎
sys_yes	知 道 了 要 得
sys_yes	可 以 你 说
sys_yes	行 能 的
chitchat	我 现 在 比 较 忙 等 再 联 系 好 吧
sys_yes	是 是 啊
sys_yes	是 呀
sys_yes	加 过
sys_yes	是 哦
sys_yes	好 嘞 啊
chitchat	哎 挂 了
sys_yes	行 的 额
sys_yes	行 啊 喂
sys_no	没 有 兴 趣
chitchat	没 有 听 清
sys_yes	我 行 的
sys_yes	是 哪
sys_no	不 行 啊
sys_yes	唉 要 得
sys_yes	能 的 恩
sys_yes	可 以 呀
chitchat	谢 谢 拜 拜
sys_yes	唉 要 的
sys_yes	OK 的
sys_yes	知 道 好
chitchat	怎 么 不 说 话
sys_yes	行 吧 呃
sys_yes	呃 对 的
sys_yes	哦 没 问 题
sys_yes	晓 得 啦
sys_yes	对 的 呀
sys_yes	对 啊 哎
sys_yes	可 以
sys_no	不 搞 了 不 方 便 了
sys_yes	行 啊 哈
sys_yes	好 知 道
sys_yes	那 行 的
sys_yes	哦 要 得
sys_yes	哦 好 再 见
sys_yes	能 的 吧
sys_no	没 什 么 空
sys_yes	ok 哎
sys_yes	晓 得 啊
sys_yes	行 吧 好
sys_yes	行 啊 啦
sys_yes	行 啊 嗯
sys_yes	好 行 拜 拜
sys_yes	好 OK
sys_yes	ok 啊
sys_yes	是 好 的
sys_yes	能 的 的
chitchat	你 说 了 啥
sys_yes	啊 行 好
sys_yes	知 道 拜 拜
sys_yes	嗯 没 问 题
sys_yes	大 体 知 道
sys_yes	行 行 拜 拜
sys_yes	好 行 麻 烦
sys_yes	挺 好 的
sys_no	不 行 呃
sys_yes	是 啊 啊
sys_no	不 可 以 啊
sys_yes	嗯 行 好
sys_yes	行 行 了
sys_yes	行 好 的
sys_no	不 好 哪
sys_yes	行 好 嗯
sys_yes	晓 得 麻 烦
sys_yes	好 的 好 的
sys_no	搞 错
chitchat	嗯 挂 了
sys_yes	好 的 好 的 你 发 过 来 吧
sys_yes	行 啊 哪
sys_yes	可 以 了 解 一 下
sys_yes	额 ok
sys_yes	了 解 下
sys_yes	呃 好 再 见
sys_no	不 考 虑
sys_no	不 好 额
sys_yes	好 行 好
sys_no	不 行 那
sys_yes	要 的 唉
sys_no	不 可 以 喂
sys_yes	恩 ok
sys_yes	好 嘞 啦
sys_yes	啊 对 啊
sys_yes	啊 行 的
sys_yes	对 的 那
sys_yes	是 的 的
chitchat	你 发 过 来 吧 我 看 一 下 啊
sys_yes	ok 呃
sys_yes	我 对 的
sys_no	不 可 以 额
sys_no	暂 时 没 需 要
chitchat	你 说 什 么
chitchat	回 头 再 联 系
sys_yes	是 啊 那
chitchat	暂 时
sys_yes	可 以 的
sys_yes	那 是
sys_yes	是 对 的
sys_no	哎 再 见
sys_yes	可 以 哈
sys_yes	额 行 的
sys_yes	听 明 白 了
sys_no	不 好 呃
sys_yes	呃 好 嘞
sys_yes	好 的 呃
sys_yes	要 的 麻 烦
sys_yes	行 吧 哪
sys_yes	要 的 拜 拜
sys_yes	行 好 额
sys_yes	额 没 问 题
sys_yes	知 道
sys_no	这 个 我 不 用
sys_yes	恩 好 好
sys_yes	能 的 哦
sys_yes	知 道 了 要 的
sys_yes	好 嘞 哎
sys_yes	是 哎
sys_yes	是 晓 得
sys_yes	是 可 以
sys_yes	要 的 额
sys_yes	大 概 清 楚
sys_yes	哦 能 的
sys_yes	对 啊 嗯
sys_yes	要 得 啦
sys_yes	哎 行 的
sys_yes	这 样 啊
sys_no	不 方 便 呢
sys_no	哦 不 考 虑
sys_yes	行 吧 喂
sys_yes	恩 好 嘞
sys_yes	哦 知 道
sys_yes	好 嘞 那
sys_yes	要 得 额
sys_yes	知 道 了 行 好
sys_yes	额 对 的
sys_yes	唉 是
sys_no	没 人 要
sys_yes	OK 额
sys_yes	考 虑 得
chitchat	什 么 东 西 啊 没 听 清 楚
sys_yes	唉 好 再 见
sys_yes	是 行 吧
sys_no	这 个 不 需 要
sys_yes	晓 得 哦
sys_no	这 个 不 考 虑
sys_yes	是 的 恩
sys_yes	行 对 啊
sys_yes	要 的 恩
sys_yes	要 的 吧
sys_yes	恩 OK
sys_yes	嗯 好 再 见
sys_yes	我 是 的
sys_yes	行 知 道
sys_yes	要 得 拜 拜
sys_yes	唉 行 行
sys_no	不 用 不 用
sys_yes	是 呃
sys_yes	对 的 吧
sys_yes	是 那
sys_no	不 可 以 哎
sys_yes	唉 行 的
sys_yes	什 么 事 儿
sys_yes	可 以 啦
chitchat	音 量 太 小
sys_yes	OK 拜 拜
sys_yes	呃 好 谢 谢
sys_yes	唉 是 啊
sys_yes	ok 恩
sys_no	不 好
sys_yes	好 行 呀
sys_yes	哎 好 的
sys_yes	晓 得 呢
sys_yes	行 ok
sys_yes	我 听 到 了
sys_yes	恩 行 好
sys_yes	行 没 关 系
sys_yes	那 知 道
sys_yes	有 有 好 的 好 的 行 行 行
sys_yes	行 啊
sys_yes	应 该 对 的
sys_yes	你 说
sys_yes	要 得 再 见
sys_yes	知 道 额
sys_no	不 考 虑
sys_yes	收 到
sys_yes	收 到
sys_yes	收 到
sys_yes	收 到
sys_yes	呃 好 行
sys_yes	好 行 哈
sys_yes	哎 能 的
sys_yes	恩 要 的
sys_yes	唉 知 道
sys_yes	哦 对
sys_yes	呃 是 啊
sys_yes	哎 行 好
sys_yes	唉 ok
chitchat	哦 挂 了
sys_no	不 行 喂
sys_yes	好 好 吧
sys_yes	要 得 恩
sys_yes	行 吧 哦
sys_yes	行 的 再 见
sys_yes	嗯 好 好
sys_yes	好 好 嘞
sys_yes	OK
sys_yes	好 好 呀
sys_yes	行 行 的
sys_yes	应 该 行 吧
sys_yes	对 喂
sys_yes	好 嘞 麻 烦
sys_yes	请 说
sys_yes	额 是 啊
sys_yes	行 吧 嗯
sys_no	我 说 我 不
sys_yes	是 了
sys_yes	是 好 嘞
sys_yes	是 ok
chitchat	音 量 太 轻
sys_yes	哦 OK
sys_yes	好 行 喂
sys_yes	好 嘞 拜 拜
sys_yes	知 道 呢
sys_yes	唉 好 好
sys_yes	晓 得 了
sys_yes	是 要 的
sys_no	不 方 便 啊
sys_yes	哎 没 问 题
sys_yes	哦 好 谢 谢
sys_yes	好 好 谢 谢
sys_yes	好 要 的
sys_yes	是 啊 了
sys_yes	行 吧 谢 谢
sys_yes	我 对 啊
sys_yes	你 继 续 说
sys_no	没 时 间
sys_yes	对 哦
sys_yes	行 啊 呀
sys_yes	好 行 了
sys_no	啊 再 见
sys_yes	恩 是 啊
sys_yes	好 行 哎
chitchat	你 说 的 啥
sys_yes	我 ok
sys_yes	方 便 说 吧
chitchat	你 这 个 是 什 么 电 话 我 根 本 都 听 不 到 你 说 话
sys_yes	恩 行 的
sys_yes	唉 是 的
sys_yes	嗯 行
chitchat	谢 谢 再 见
sys_yes	唉 行 啊
sys_yes	考 虑
sys_yes	行 行 好
sys_yes	哦 对 的
sys_yes	行 行 啦
sys_yes	唉 能 的
chitchat	没 听 明 白
sys_yes	行 行 行
sys_no	用 不 到
sys_no	不 方 便
chitchat	你 是 谁 啊
chitchat	你 是 哪 位 啊
chitchat	你 是 哪 里 啊
chitchat	那 为
chitchat	哪 位
chitchat	哪 里
chitchat	那 理
chitchat	哪 位
chitchat	这 是 哪 里 电 话
chitchat	你 好 哪 里
chitchat	喂 哪 里
chitchat	谁 呀
chitchat	哪 边
chitchat	哪 位 哪 位
chitchat	谁 呀
chitchat	哪 里
chitchat	请 问 哪 里
chitchat	请 问 哪 位
chitchat	你 哪 里 的
chitchat	什 么 东 西 啊
chitchat	你 是 干 嘛 的
sys_yes	是 啊
chitchat	谁 呀
chitchat	你 哪 里 啊
chitchat	hello
chitchat	喂 谁
chitchat	喂 谁 公 司
chitchat	喂 谁 啊
chitchat	喂 谁 啦
chitchat	喂 谁 呀
chitchat	喂 谁 哈
chitchat	喂 谁 了
chitchat	喂 谁 的
chitchat	喂 哪 里
chitchat	喂 哪 里 公 司
chitchat	喂 哪 里 啊
chitchat	喂 哪 里 啦
chitchat	喂 哪 里 呀
chitchat	喂 哪 里 哈
chitchat	喂 哪 里 了
chitchat	喂 哪 里 的
chitchat	喂 哪 的
chitchat	喂 哪 的 公 司
chitchat	喂 哪 的 啊
chitchat	喂 哪 的 啦
chitchat	喂 哪 的 呀
chitchat	喂 哪 的 哈
chitchat	喂 哪 的 了
chitchat	喂 哪 的 的
chitchat	喂 哪 儿
chitchat	喂 哪 儿 公 司
chitchat	喂 哪 儿 啊
chitchat	喂 哪 儿 啦
chitchat	喂 哪 儿 呀
chitchat	喂 哪 儿 哈
chitchat	喂 哪 儿 了
chitchat	喂 哪 儿 的
chitchat	喂 哪 哈
chitchat	喂 哪 哈 公 司
chitchat	喂 哪 哈 啊
chitchat	喂 哪 哈 啦
chitchat	喂 哪 哈 呀
chitchat	喂 哪 哈 哈
chitchat	喂 哪 哈 了
chitchat	喂 哪 哈 的
chitchat	喂 那 里
chitchat	喂 那 里 公 司
chitchat	喂 那 里 啊
chitchat	喂 那 里 啦
chitchat	喂 那 里 呀
chitchat	喂 那 里 哈
chitchat	喂 那 里 了
chitchat	喂 那 里 的
chitchat	喂 什 么
chitchat	喂 什 么 公 司
chitchat	喂 什 么 啊
chitchat	喂 什 么 啦
chitchat	喂 什 么 呀
chitchat	喂 什 么 哈
chitchat	喂 什 么 了
chitchat	喂 什 么 的
chitchat	喂 那 个
chitchat	喂 那 个 公 司
chitchat	喂 那 个 啊
chitchat	喂 那 个 啦
chitchat	喂 那 个 呀
chitchat	喂 那 个 哈
chitchat	喂 那 个 了
chitchat	喂 那 个 的
chitchat	喂 哪 个
chitchat	喂 哪 个 公 司
chitchat	喂 哪 个 啊
chitchat	喂 哪 个 啦
chitchat	喂 哪 个 呀
chitchat	喂 哪 个 哈
chitchat	喂 哪 个 了
chitchat	喂 哪 个 的
chitchat	喂 哪 位
chitchat	喂 哪 位 公 司
chitchat	喂 哪 位 啊
chitchat	喂 哪 位 啦
chitchat	喂 哪 位 呀
chitchat	喂 哪 位 哈
chitchat	喂 哪 位 了
chitchat	喂 哪 位 的
chitchat	为 谁
chitchat	为 谁 公 司
chitchat	为 谁 啊
chitchat	为 谁 啦
chitchat	为 谁 呀
chitchat	为 谁 哈
chitchat	为 谁 了
chitchat	为 谁 的
chitchat	为 哪 里
chitchat	为 哪 里 公 司
chitchat	为 哪 里 啊
chitchat	为 哪 里 啦
chitchat	为 哪 里 呀
chitchat	为 哪 里 哈
chitchat	为 哪 里 了
chitchat	为 哪 里 的
chitchat	为 哪 的
chitchat	为 哪 的 公 司
chitchat	为 哪 的 啊
chitchat	为 哪 的 啦
chitchat	为 哪 的 呀
chitchat	为 哪 的 哈
chitchat	为 哪 的 了
chitchat	为 哪 的 的
chitchat	为 哪 儿
chitchat	为 哪 儿 公 司
chitchat	为 哪 儿 啊
chitchat	为 哪 儿 啦
chitchat	为 哪 儿 呀
chitchat	为 哪 儿 哈
chitchat	为 哪 儿 了
chitchat	为 哪 儿 的
chitchat	为 哪 哈
chitchat	为 哪 哈 公 司
chitchat	为 哪 哈 啊
chitchat	为 哪 哈 啦
chitchat	为 哪 哈 呀
chitchat	为 哪 哈 哈
chitchat	为 哪 哈 了
chitchat	为 哪 哈 的
chitchat	为 那 里
chitchat	为 那 里 公 司
chitchat	为 那 里 啊
chitchat	为 那 里 啦
chitchat	为 那 里 呀
chitchat	为 那 里 哈
chitchat	为 那 里 了
chitchat	为 那 里 的
chitchat	为 什 么
chitchat	为 什 么 公 司
chitchat	为 什 么 啊
chitchat	为 什 么 啦
chitchat	为 什 么 呀
chitchat	为 什 么 哈
chitchat	为 什 么 了
chitchat	为 什 么 的
chitchat	为 那 个
chitchat	为 那 个 公 司
chitchat	为 那 个 啊
chitchat	为 那 个 啦
chitchat	为 那 个 呀
chitchat	为 那 个 哈
chitchat	为 那 个 了
chitchat	为 那 个 的
chitchat	为 哪 个
chitchat	为 哪 个 公 司
chitchat	为 哪 个 啊
chitchat	为 哪 个 啦
chitchat	为 哪 个 呀
chitchat	为 哪 个 哈
chitchat	为 哪 个 了
chitchat	为 哪 个 的
chitchat	为 哪 位
chitchat	为 哪 位 公 司
chitchat	为 哪 位 啊
chitchat	为 哪 位 啦
chitchat	为 哪 位 呀
chitchat	为 哪 位 哈
chitchat	为 哪 位 了
chitchat	为 哪 位 的
chitchat	哎 谁
chitchat	哎 谁 公 司
chitchat	哎 谁 啊
chitchat	哎 谁 啦
chitchat	哎 谁 呀
chitchat	哎 谁 哈
chitchat	哎 谁 了
chitchat	哎 谁 的
chitchat	哎 哪 里
chitchat	哎 哪 里 公 司
chitchat	哎 哪 里 啊
chitchat	哎 哪 里 啦
chitchat	哎 哪 里 呀
chitchat	哎 哪 里 哈
chitchat	哎 哪 里 了
chitchat	哎 哪 里 的
chitchat	哎 哪 的
chitchat	哎 哪 的 公 司
chitchat	哎 哪 的 啊
chitchat	哎 哪 的 啦
chitchat	哎 哪 的 呀
chitchat	哎 哪 的 哈
chitchat	哎 哪 的 了
chitchat	哎 哪 的 的
chitchat	哎 哪 儿
chitchat	哎 哪 儿 公 司
chitchat	哎 哪 儿 啊
chitchat	哎 哪 儿 啦
chitchat	哎 哪 儿 呀
chitchat	哎 哪 儿 哈
chitchat	哎 哪 儿 了
chitchat	哎 哪 儿 的
chitchat	哎 哪 哈
chitchat	哎 哪 哈 公 司
chitchat	哎 哪 哈 啊
chitchat	哎 哪 哈 啦
chitchat	哎 哪 哈 呀
chitchat	哎 哪 哈 哈
chitchat	哎 哪 哈 了
chitchat	哎 哪 哈 的
chitchat	哎 那 里
chitchat	哎 那 里 公 司
chitchat	哎 那 里 啊
chitchat	哎 那 里 啦
chitchat	哎 那 里 呀
chitchat	哎 那 里 哈
chitchat	哎 那 里 了
chitchat	哎 那 里 的
chitchat	哎 什 么
chitchat	哎 什 么 公 司
chitchat	哎 什 么 啊
chitchat	哎 什 么 啦
chitchat	哎 什 么 呀
chitchat	哎 什 么 哈
chitchat	哎 什 么 了
chitchat	哎 什 么 的
chitchat	哎 那 个
chitchat	哎 那 个 公 司
chitchat	哎 那 个 啊
chitchat	哎 那 个 啦
chitchat	哎 那 个 呀
chitchat	哎 那 个 哈
chitchat	哎 那 个 了
chitchat	哎 那 个 的
chitchat	哎 哪 个
chitchat	哎 哪 个 公 司
chitchat	哎 哪 个 啊
chitchat	哎 哪 个 啦
chitchat	哎 哪 个 呀
chitchat	哎 哪 个 哈
chitchat	哎 哪 个 了
chitchat	哎 哪 个 的
chitchat	哎 哪 位
chitchat	哎 哪 位 公 司
chitchat	哎 哪 位 啊
chitchat	哎 哪 位 啦
chitchat	哎 哪 位 呀
chitchat	哎 哪 位 哈
chitchat	哎 哪 位 了
chitchat	哎 哪 位 的
chitchat	你 谁
chitchat	你 谁 公 司
chitchat	你 谁 啊
chitchat	你 谁 啦
chitchat	你 谁 呀
chitchat	你 谁 哈
chitchat	你 谁 了
chitchat	你 谁 的
chitchat	你 哪 里
chitchat	你 哪 里 公 司
chitchat	你 哪 里 啊
chitchat	你 哪 里 啦
chitchat	你 哪 里 呀
chitchat	你 哪 里 哈
chitchat	你 哪 里 了
chitchat	你 哪 里 的
chitchat	你 哪 的
chitchat	你 哪 的 公 司
chitchat	你 哪 的 啊
chitchat	你 哪 的 啦
chitchat	你 哪 的 呀
chitchat	你 哪 的 哈
chitchat	你 哪 的 了
chitchat	你 哪 的 的
chitchat	你 哪 儿
chitchat	你 哪 儿 公 司
chitchat	你 哪 儿 啊
chitchat	你 哪 儿 啦
chitchat	你 哪 儿 呀
chitchat	你 哪 儿 哈
chitchat	你 哪 儿 了
chitchat	你 哪 儿 的
chitchat	你 哪 哈
chitchat	你 哪 哈 公 司
chitchat	你 哪 哈 啊
chitchat	你 哪 哈 啦
chitchat	你 哪 哈 呀
chitchat	你 哪 哈 哈
chitchat	你 哪 哈 了
chitchat	你 哪 哈 的
chitchat	你 那 里
chitchat	你 那 里 公 司
chitchat	你 那 里 啊
chitchat	你 那 里 啦
chitchat	你 那 里 呀
chitchat	你 那 里 哈
chitchat	你 那 里 了
chitchat	你 那 里 的
chitchat	你 什 么
chitchat	你 什 么 公 司
chitchat	你 什 么 啊
chitchat	你 什 么 啦
chitchat	你 什 么 呀
chitchat	你 什 么 哈
chitchat	你 什 么 了
chitchat	你 什 么 的
chitchat	你 那 个
chitchat	你 那 个 公 司
chitchat	你 那 个 啊
chitchat	你 那 个 啦
chitchat	你 那 个 呀
chitchat	你 那 个 哈
chitchat	你 那 个 了
chitchat	你 那 个 的
chitchat	你 哪 个
chitchat	你 哪 个 公 司
chitchat	你 哪 个 啊
chitchat	你 哪 个 啦
chitchat	你 哪 个 呀
chitchat	你 哪 个 哈
chitchat	你 哪 个 了
chitchat	你 哪 个 的
chitchat	你 哪 位
chitchat	你 哪 位 公 司
chitchat	你 哪 位 啊
chitchat	你 哪 位 啦
chitchat	你 哪 位 呀
chitchat	你 哪 位 哈
chitchat	你 哪 位 了
chitchat	你 哪 位 的
chitchat	您 谁
chitchat	您 谁 公 司
chitchat	您 谁 啊
chitchat	您 谁 啦
chitchat	您 谁 呀
chitchat	您 谁 哈
chitchat	您 谁 了
chitchat	您 谁 的
chitchat	您 哪 里
chitchat	您 哪 里 公 司
chitchat	您 哪 里 啊
chitchat	您 哪 里 啦
chitchat	您 哪 里 呀
chitchat	您 哪 里 哈
chitchat	您 哪 里 了
chitchat	您 哪 里 的
chitchat	您 哪 的
chitchat	您 哪 的 公 司
chitchat	您 哪 的 啊
chitchat	您 哪 的 啦
chitchat	您 哪 的 呀
chitchat	您 哪 的 哈
chitchat	您 哪 的 了
chitchat	您 哪 的 的
chitchat	您 哪 儿
chitchat	您 哪 儿 公 司
chitchat	您 哪 儿 啊
chitchat	您 哪 儿 啦
chitchat	您 哪 儿 呀
chitchat	您 哪 儿 哈
chitchat	您 哪 儿 了
chitchat	您 哪 儿 的
chitchat	您 哪 哈
chitchat	您 哪 哈 公 司
chitchat	您 哪 哈 啊
chitchat	您 哪 哈 啦
chitchat	您 哪 哈 呀
chitchat	您 哪 哈 哈
chitchat	您 哪 哈 了
chitchat	您 哪 哈 的
chitchat	您 那 里
chitchat	您 那 里 公 司
chitchat	您 那 里 啊
chitchat	您 那 里 啦
chitchat	您 那 里 呀
chitchat	您 那 里 哈
chitchat	您 那 里 了
chitchat	您 那 里 的
chitchat	您 什 么
chitchat	您 什 么 公 司
chitchat	您 什 么 啊
chitchat	您 什 么 啦
chitchat	您 什 么 呀
chitchat	您 什 么 哈
chitchat	您 什 么 了
chitchat	您 什 么 的
chitchat	您 那 个
chitchat	您 那 个 公 司
chitchat	您 那 个 啊
chitchat	您 那 个 啦
chitchat	您 那 个 呀
chitchat	您 那 个 哈
chitchat	您 那 个 了
chitchat	您 那 个 的
chitchat	您 哪 个
chitchat	您 哪 个 公 司
chitchat	您 哪 个 啊
chitchat	您 哪 个 啦
chitchat	您 哪 个 呀
chitchat	您 哪 个 哈
chitchat	您 哪 个 了
chitchat	您 哪 个 的
chitchat	您 哪 位
chitchat	您 哪 位 公 司
chitchat	您 哪 位 啊
chitchat	您 哪 位 啦
chitchat	您 哪 位 呀
chitchat	您 哪 位 哈
chitchat	您 哪 位 了
chitchat	您 哪 位 的
sys_no	不 是 啊
sys_no	不 是 的
sys_no	不 是
sys_no	我 不 认 识 的
sys_no	打 错 了
sys_no	不 认 识 啊
sys_no	不 知 道 这 人 是 谁
sys_no	不 知 道 你 在 说 哪 个
sys_no	这 个 人 我 不 清 楚 是 谁
sys_no	不 认 识 你 说 的 这 个 人
sys_no	不 认 识
sys_no	你 找 错 人 了
sys_no	没 听 过
sys_no	不 了 解
sys_no	我 不 认 识 他
sys_no	不 知 道
sys_no	你 打 错 了
sys_no	你 打 错 了 吧
sys_no	没 这 个 人
sys_no	打 错 啦
sys_no	不 认 识 他
sys_no	我 不 认 识
sys_no	不 知 道 是 谁
sys_no	打 错 了 的
sys_no	找 错 人 了
sys_no	打 错
sys_no	完 全 不 认 识 他
sys_no	没 有 这 个 人
sys_no	打 错 了 吧
sys_no	错 了
sys_no	打 错 电 话 了
sys_no	搞 错 了
sys_no	你 搞 错 了
sys_no	搞 错 了 吧
sys_no	你 搞 错 了 吧
sys_no	肯 定 打 错 了
sys_no	你 肯 定 打 错 了
sys_no	肯 定 搞 错 了
sys_no	你 肯 定 搞 错 了
sys_no	从 来 没 听 过 这 个 人
sys_no	这 里 没 这 个 人
sys_no	没 听 说 过 这 个 人
sys_no	没 这 人
sys_no	没 这 人 呀
sys_no	没 这 人 啊
sys_no	根 本 没 这 个 人
sys_no	这 里 就 没 这 个 人
sys_no	你 找 错 了
sys_no	你 肯 定 找 错 人 了
sys_no	打 错 了 没 这 个 人
sys_no	搞 错 了 没 这 个 人
sys_no	我 不 是
sys_no	不 是 我
sys_no	不 是 滴
sys_no	不 对
sys_no	不 是 机 主
sys_no	不 是 机 主 本 人
sys_no	非 本 人
sys_no	不 是 本 人
sys_no	我 不 是 本 人
sys_no	非 机 主
sys_no	非 机 主 本 人
sys_no	他 人 不 在
sys_no	他 出 去 了 这 手 机 不 是 我 的
sys_no	他 本 人 暂 时 不 在
sys_no	他 不 在
sys_no	他 这 会 不 在
sys_no	他 还 没 回 来
sys_no	他 没 回 来
sys_no	他 出 去 没 回 来
sys_yes	是 的
sys_yes	对 的
sys_yes	对 啊
sys_yes	是 啊
sys_yes	对 呀
sys_yes	我 是
sys_yes	恩 什 么 事
sys_yes	恩 怎 么 了
sys_yes	是 啊 什 么 事
sys_yes	是 啊 怎 么 了
sys_yes	是 啊 你 是 谁
sys_yes	恩 干 嘛
sys_yes	对 啊 什 么 事
sys_yes	恩 你 说 吧
sys_yes	恩 你 说
sys_yes	是 你 说
sys_yes	对 怎 么 了
sys_yes	是 怎 么 了
sys_yes	是 你 讲
sys_yes	嗯 我 是
sys_yes	恩 我 是
sys_yes	咋 了
sys_yes	对 头
sys_yes	我 是 本 人
sys_yes	是 呀
sys_yes	嗯 你 说
sys_yes	是 我 阿
sys_yes	对 阿
sys_yes	是 吧
sys_yes	是 撒
sys_yes	对 撒
sys_yes	是 滴
sys_yes	对 滴
sys_yes	是 我
sys_yes	是 的 啊
chitchat	找 我 干 嘛
sys_yes	我 是 啊
sys_yes	嗯 是 的
sys_yes	嗯 对
sys_yes	嗯 嗯
sys_yes	我 是 的
sys_yes	嗯 是 呀
sys_yes	嗯 是 啊
sys_yes	恩 恩
sys_yes	我 是 机 主 啊
sys_yes	是 怎 么 啦
sys_yes	我 是 怎 么 啦
sys_yes	我 是 你 说 什 么 事
sys_yes	对 啊 怎 么 了
sys_yes	是 啊 有 什 么 事
sys_yes	恩 怎 么 说 呢
sys_yes	对 什 么 事 儿
sys_yes	恩 什 么 事 啊
sys_yes	是 什 么 事 啊
sys_yes	是 的 什 么 事 啊
sys_yes	恩 怎 么 啦
sys_yes	恩 你 说 什 么 事
sys_yes	恩 你 讲
sys_yes	对 你 说
sys_yes	对 你 讲
sys_yes	是 是 是
sys_yes	对 对 对
sys_yes	对 呀 对 呀
sys_yes	是 啊 是 啊
sys_yes	对 对
sys_yes	是 是
sys_yes	对 的 对 的
sys_yes	是 的 怎 么 啦
sys_yes	对 啊 怎 么 啦
sys_yes	是 啊 怎 么 啦
sys_yes	对 的 怎 么 了
sys_yes	是 的 是 的
sys_yes	没 错 是 我
sys_yes	是 我 怎 么 了
sys_yes	对 的 没 错
sys_yes	对 啊 咋 啦
sys_yes	对 的 咋 啦
sys_yes	是 啊 咋 啦
sys_yes	是 啊 干 嘛
sys_yes	是 我 没 错
sys_yes	是 我 本 人
sys_yes	嗯 对 的
sys_yes	我 是 怎 么 了
sys_yes	嗯 你 讲
sys_yes	是 的 呀
sys_yes	对 的 啊
sys_yes	对 的 呀
sys_yes	是 本 人
sys_yes	就 是 我
sys_yes	是 我 啊
sys_yes	是 我 呀
sys_yes	嗯 是
sys_yes	我 就 是
sys_yes	我 就 是 本 人
sys_yes	我 就 是 啊
sys_yes	就 是
sys_yes	就 是 本 人
sys_yes	就 是 我 本 人
sys_yes	没 错 就 是 我
sys_yes	就 是 我 啊
sys_yes	你 说 的 对 就 是 我
sys_yes	就 是 我 没 错
sys_yes	就 是 我 你 说 的 对
sys_yes	你 讲 的 对 就 是 我
sys_yes	没 错 的 就 是 我
sys_yes	没 错 的 是 我
sys_yes	是 我 没 错 的
sys_yes	就 是 我 没 错 的
sys_yes	没 有 错 就 是 我
sys_yes	没 有 错 是 我
sys_yes	是 我 没 有 错
sys_yes	是 的 我 就 是
sys_yes	我 就 是 的
sys_yes	就 是 我 自 己
sys_yes	我 自 己 就 是
sys_yes	嗯 是 的 呀
sys_yes	嗯 是 我
sys_yes	嗯 是 我 本 人
sys_yes	嗯 我 就 是 本 人
sys_yes	对 的 我 就 是
sys_yes	对 的 是 我 呀
sys_yes	是 的 就 我 啊
sys_yes	嗯 是 我 啊
sys_yes	对 我 就 是
sys_yes	对 呀 就 是 我
sys_yes	对 的 是 我 啊
sys_yes	是 我 干 嘛
sys_yes	是 我 干 什 么
sys_yes	是 我 干 啥
sys_yes	是 我 咋 了
sys_yes	怎 么 了 是 我
sys_yes	咋 了 是 我
sys_yes	是 我 干 嘛 呀
sys_yes	就 是 我 怎 么 了
sys_yes	就 是 我 咋 了
sys_yes	就 是 我 干 啥
sys_yes	怎 么 了 就 是 我
sys_yes	咋 了 就 是 我
sys_yes	干 嘛 啊 就 是 我
sys_yes	就 是 我 啊 有 事 吗
sys_yes	是 我 有 事 吗
sys_yes	有 事 吗 就 是 我
sys_yes	有 事 吗 是 我
sys_yes	是 我 找 我 干 嘛
sys_yes	就 是 我 找 我 干 啥
sys_yes	就 是 我 找 我 干 嘛
sys_yes	是 我 什 么 事
sys_yes	是 我 什 么 事 情
sys_yes	是 我 找 我 什 么 事 情
sys_yes	是 的 有 什 么 事
sys_yes	是 的 什 么 事 情
sys_yes	我 就 是 有 什 么 事 啊
sys_yes	是 我 本 人 怎 么 了
sys_yes	对 是 我
sys_yes	方 便
sys_yes	有 时 间
sys_yes	说 吧
sys_yes	你 说 吧
sys_yes	你 讲
sys_yes	讲 吧
sys_yes	你 讲 吧
sys_yes	你 说
sys_yes	办 吧
sys_yes	要 办
sys_no	不 是 啊
sys_no	不 是 的
sys_no	不 是
sys_no	不 对
sys_yes	是 的
sys_yes	对 的
sys_yes	对 啊
sys_yes	是 啊
sys_yes	对 呀
sys_yes	是
sys_yes	对
sys_yes	咋 了
sys_yes	对 头
sys_yes	嗯 是 的
sys_yes	嗯 对
sys_yes	嗯
sys_yes	嗯 嗯
sys_yes	嗯 是 呀
sys_yes	嗯 是 啊
sys_yes	恩
sys_yes	恩 恩
chitchat	做 啥 的
chitchat	没 听 清
chitchat	做 啥
chitchat	哪 一 个
chitchat	你 是
chitchat	是 啥 东 西
chitchat	你 哪 的
chitchat	哪 儿 的
chitchat	搞 什 么
chitchat	弄 什 么
chitchat	哪 里 的
chitchat	哪 位
chitchat	哪 个
chitchat	哪 边
chitchat	什 么 事
chitchat	有 事 吗
chitchat	有 事 情
chitchat	有 事 情 吗
chitchat	你 是 哪 里
chitchat	哪 里
chitchat	怎 么 啦
chitchat	怎 么 了
chitchat	什 么 东 西
chitchat	咋 了
chitchat	你 怎 么 说
chitchat	办 信 用 卡
chitchat	说 话
chitchat	啥 呀
chitchat	弄 啥 咧
chitchat	咋 么 了
chitchat	咋 地 了
chitchat	信 用 管 理 中 心
chitchat	啥 中 心
chitchat	什 么 中 心
chitchat	找 谁
sys_yes	你 讲
sys_yes	你 说 说
sys_yes	你 说 说 看
sys_yes	继 续 说
sys_yes	讲 吧
sys_yes	详 细 说 说
